time,area_h1,area_h2,area_h3,area_h4,area_h5
13100000,190719.59170514,14820.102071106,14820.102024858,14820.10209525,14820.102103644
13125000,190669.78412562,14832.55396596,14832.553919554,14832.553990171,14832.553998693
13150000,190620.01278498,14844.996801106,14844.996754535,14844.996825363,14844.99683401
13175000,190570.25222556,14857.43694096,14857.436894216,14857.436965247,14857.436974013
13200000,190520.46514494,14869.88371113,14869.883664202,14869.883735421,14869.883744301
13225000,190470.59626281,14882.350931695,14882.350884573,14882.350955967,14882.350964954
13250000,190420.57568262,14894.856076787,14894.856029464,14894.856101017,14894.856110106
13275000,190370.3321819,14907.416952035,14907.41690449,14907.416976198,14907.416985375
13300000,190319.81169262,14920.047074437,14920.047026654,14920.04709852,14920.04710777
13325000,190268.99438067,14932.7514025,14932.751354477,14932.751426512,14932.751435838
13350000,190217.9047171,14945.523818456,14945.523770193,14945.52384242,14945.523851824
13375000,190166.61032791,14958.347415799,14958.347367296,14958.347439748,14958.34744924
13400000,190115.20785874,14971.198033117,14971.197984376,14971.198057085,14971.19806668
13425000,190063.79960715,14984.050096018,14984.050047039,14984.050120039,14984.050129751
13450000,190012.46965852,14996.882583158,14996.882533946,14996.882607266,14996.882617104
13475000,189961.26779968,15009.683047843,15009.682998393,15009.683072053,15009.683082025
13500000,189910.20501089,15022.448745012,15022.44869532,15022.448769332,15022.44877944
13525000,189859.26008415,15035.184976672,15035.184926733,15035.1850011,15035.185011344
13550000,189808.39429127,15047.901424868,15047.901374676,15047.901449401,15047.901459779
13575000,189757.56944373,15060.607636729,15060.607586286,15060.607661369,15060.60767188
13600000,189706.76381566,15073.309043723,15073.308993026,15073.309068469,15073.309079117
13625000,189655.98021251,15086.004944479,15086.004893536,15086.004969346,15086.004980131
13650000,189605.24202888,15098.68949035,15098.689439161,15098.68951534,15098.689526269
13675000,189554.57864405,15111.355336525,15111.355285088,15111.355361635,15111.355372697
13700000,189504.00891201,15123.997769507,15123.997717823,15123.997794731,15123.997805926
13725000,189453.53333124,15136.616664682,15136.616612749,15136.616690002,15136.616701326
13750000,189403.13830696,15149.215420742,15149.215368562,15149.215446142,15149.215457589
13775000,189352.80582204,15161.798541971,15161.798489549,15161.798567438,15161.798578997
13800000,189302.51811014,15174.370469954,15174.370417293,15174.370495476,15174.370507136
13825000,189252.25288258,15186.936776857,15186.936723955,15186.936802415,15186.936814188
13850000,189201.97398769,15199.506500615,15199.506447453,15199.506526182,15199.506538061
13875000,189151.62634189,15212.093412106,15212.093358687,15212.09343767,15212.093449648
13900000,189101.14078439,15224.714801534,15224.714747852,15224.714827073,15224.714839143
13925000,189050.44841381,15237.387894249,15237.387840297,15237.387919743,15237.387931897
13950000,188999.49920798,15250.125195784,15250.125141551,15250.125221224,15250.125233455
13975000,188948.27837623,15262.930403804,15262.930349276,15262.930429188,15262.930441499
14000000,188896.81503938,15275.79623809,15275.796183254,15275.796263432,15275.796275839
14025000,188845.17923543,15288.705189137,15288.70513399,15288.705214463,15288.705226981
14050000,188793.46609278,15301.633474846,15301.63341935,15301.633500179,15301.633512841
14075000,188741.77181822,15314.557043527,15314.556987653,15314.557068887,15314.557081708
14100000,188690.1705722,15327.457355076,15327.45729879,15327.457380465,15327.457393464
14125000,188638.70006694,15340.324981442,15340.324924717,15340.325006855,15340.325020047
14150000,188587.35903772,15353.160238798,15353.160181619,15353.160264237,15353.160277622
14175000,188536.11563994,15365.971088317,15365.971030649,15365.971113753,15365.971127339
14200000,188484.92334279,15378.769162693,15378.769104508,15378.76918811,15378.769201898
14225000,188433.73941778,15391.565144046,15391.565085314,15391.565169434,15391.565183422
14250000,188382.54041323,15404.364895301,15404.364835991,15404.364920638,15404.364934841
14275000,188331.32900619,15417.167747189,15417.167687271,15417.16777246,15417.167786886
14300000,188280.1285885,15429.967851728,15429.967791215,15429.967876953,15429.9678916
14325000,188228.96788949,15442.758026601,15442.757965479,15442.758051776,15442.75806665
14350000,188177.86503238,15455.533741008,15455.53367926,15455.533766125,15455.533781227
14375000,188126.82111492,15468.29472051,15468.294658129,15468.294745555,15468.294760888
14400000,188075.82541631,15481.043645301,15481.043582298,15481.043670267,15481.043685822
14425000,188024.86463043,15493.783841919,15493.783778287,15493.783866793,15493.783882568
14450000,187973.92606915,15506.518482382,15506.518418137,15506.518507171,15506.518523156
14475000,187922.99164584,15519.252088356,15519.252023508,15519.252113051,15519.252129246
14500000,187872.02843417,15531.992891425,15531.992825982,15531.992916011,15531.992932412
14525000,187820.9845304,15544.753867539,15544.753801496,15544.753891977,15544.753908586
14550000,187769.79511608,15557.55122129,15557.551154669,15557.551245575,15557.551262383
14575000,187718.39754658,15570.400613834,15570.400546658,15570.400637965,15570.400654963
14600000,187666.74992472,15583.312519455,15583.312451756,15583.312543432,15583.312560634
14625000,187614.84668834,15596.288328698,15596.288260502,15596.288352516,15596.288369942
14650000,187562.72599159,15609.318503005,15609.318434351,15609.318526698,15609.318544355
14675000,187510.46508354,15622.383730126,15622.38366103,15622.383753696,15622.383771609
14700000,187458.16310432,15635.459225003,15635.459155505,15635.459248488,15635.459266679
14725000,187405.91667337,15648.52083278,15648.520762918,15648.520856222,15648.520874708
14750000,187353.79748561,15661.550629722,15661.550559537,15661.550653171,15661.550671956
14775000,187301.83925731,15674.540186794,15674.5401163,15674.540210249,15674.540229346
14800000,187250.03657837,15687.490856534,15687.490785735,15687.490879972,15687.490899391
14825000,187198.35434469,15700.411414965,15700.411343867,15700.411438362,15700.41145811
14850000,187146.74413009,15713.31396864,15713.313897247,15713.313991969,15713.314012052
14875000,187095.16249717,15726.209376909,15726.209305221,15726.209400137,15726.209420561
14900000,187043.58566105,15739.10358599,15739.103514007,15739.103609088,15739.103629865
14925000,186992.01505804,15751.996236797,15751.996164535,15751.996259746,15751.996280883
14950000,186940.47068407,15764.882330343,15764.882257825,15764.882353125,15764.882374638
14975000,186888.97538661,15777.75615475,15777.756082006,15777.756177362,15777.756199271
15000000,186837.53994928,15790.615014128,15790.614941187,15790.615036553,15790.615058853
15025000,186786.15848178,15803.460381051,15803.460307935,15803.460403269,15803.460425961
15050000,186734.81490825,15816.296274483,15816.296201214,15816.296296492,15816.296319554
15075000,186683.49218023,15829.12695655,15829.126883134,15829.126978336,15829.127001746
15100000,186632.17454072,15841.956366499,15841.956292936,15841.956388056,15841.95641179
15125000,186580.84074949,15854.789814387,15854.789740666,15854.789835711,15854.789859745
15150000,186529.45481508,15867.636298082,15867.63622418,15867.636319174,15867.636343479
15175000,186477.96279111,15880.509304183,15880.50923007,15880.509325046,15880.509349592
15200000,186426.29989533,15893.425028253,15893.424953882,15893.425048884,15893.425073643
15225000,186374.40618024,15906.398457174,15906.398382497,15906.39847757,15906.398502518
15250000,186322.24495582,15919.438763439,15919.438688397,15919.438783611,15919.438808727
15275000,186269.81759228,15932.545604485,15932.545529026,15932.545624474,15932.545649731
15300000,186217.16965301,15945.707589459,15945.707513532,15945.707609311,15945.707634688
15325000,186164.38479874,15958.903803169,15958.90372673,15958.90382294,15958.903848421
15350000,186111.56647655,15972.108383842,15972.108306852,15972.10840359,15972.108429161
15375000,186058.81336465,15985.296661917,15985.296584362,15985.296681708,15985.29670736
15400000,186006.19776142,15998.450562804,15998.450484681,15998.450582692,15998.450608404
15425000,185953.75368822,16011.561581177,16011.561502455,16011.561601185,16011.561626956
15450000,185901.47676797,16024.630811324,16024.63073199,16024.630831437,16024.630857277
15475000,185849.33436935,16037.666411073,16037.666331117,16037.666431264,16037.666457194
15500000,185797.2823977,16050.679404089,16050.679323512,16050.679424322,16050.679450377
15525000,185745.28374117,16063.679068337,16063.678987141,16063.679088565,16063.679114788
15550000,185693.32260888,16076.669351548,16076.6692697,16076.669371715,16076.669398156
15575000,185641.40909923,16089.647729111,16089.647646613,16089.647749171,16089.647775874
15600000,185589.57113308,16102.607220798,16102.607137683,16102.607240718,16102.607267718
15625000,185537.83774714,16115.540567434,16115.540483724,16115.540587193,16115.540614506
15650000,185486.22414037,16128.443969292,16128.443885018,16128.443988831,16128.444016489
15675000,185434.72757072,16141.318111865,16141.318027092,16141.318131147,16141.31815917
15700000,185383.3340207,16154.166499567,16154.166414281,16154.166518527,16154.166546922
15725000,185332.02677003,16166.993312448,16166.993226676,16166.993331027,16166.993359816
15750000,185280.78746046,16179.803140069,16179.803053845,16179.803158206,16179.803187414
15775000,185229.58820981,16192.602952979,16192.602866339,16192.602970615,16192.603000257
15800000,185178.38170407,16205.404579675,16205.404492663,16205.404596747,16205.404626838
15825000,185127.09783876,16218.2255463,16218.225458928,16218.22556272,16218.225593285
15850000,185075.65095159,16231.087268419,16231.087180727,16231.087284101,16231.087315162
15875000,185023.95563808,16244.011097159,16244.011009167,16244.011112007,16244.01114359
15900000,184971.94527097,16257.01368933,16257.013601063,16257.013703248,16257.013735387
15925000,184919.58696375,16270.10326655,16270.103178069,16270.10327945,16270.103312176
15950000,184866.88806194,16283.277992472,16283.277903753,16283.27800423,16283.278037604
15975000,184813.89076464,16296.527317259,16296.527228378,16296.527327817,16296.527361902
16000000,184760.65529007,16309.836186412,16309.836097357,16309.836195657,16309.836230506
16025000,184707.23786111,16323.190544191,16323.190454944,16323.190552049,16323.190587708
16050000,184653.67223945,16336.581950202,16336.581860691,16336.581956583,16336.58199307
16075000,184599.96035419,16350.009922152,16350.009832355,16350.009926985,16350.009964311
16100000,184546.07291003,16363.481783869,16363.481693757,16363.481787089,16363.481825253
16125000,184491.95836867,16377.010419925,16377.010329478,16377.010421462,16377.010460467
16150000,184437.55815729,16390.610473532,16390.610382703,16390.610473315,16390.610513158
16175000,184382.82542313,16404.293657857,16404.293566634,16404.293655849,16404.293696525
16200000,184327.74272411,16418.06433344,16418.064241739,16418.064329602,16418.064371111
16225000,184272.33157396,16431.917121804,16431.917029615,16431.917116142,16431.917158478
16250000,184216.64790553,16445.83803973,16445.837947045,16445.838032279,16445.838075419
16275000,184160.7648767,16459.808797744,16459.808704539,16459.808788541,16459.808832469
16300000,184104.7526145,16473.811864082,16473.811770352,16473.811853191,16473.811897873
16325000,184048.6653344,16487.833684877,16487.833590616,16487.83367235,16487.833717754
16350000,183992.53962892,16501.865112019,16501.865017196,16501.865097872,16501.86514399
16375000,183936.4004301,16515.899912468,16515.899817103,16515.899896765,16515.899943557
16400000,183880.26852388,16529.932889783,16529.932793815,16529.932872527,16529.932919997
16425000,183824.16527306,16543.958703239,16543.958606651,16543.958684449,16543.958732599
16450000,183768.11304975,16557.971759779,16557.971662589,16557.971739558,16557.97178832
16475000,183712.13220711,16571.966971138,16571.966873292,16571.966949552,16571.966998906
16500000,183656.23734385,16585.940687628,16585.940589092,16585.94066476,16585.940714672
16525000,183600.43594009,16599.891039223,16599.890939965,16599.891015134,16599.891065589
16550000,183544.73076334,16613.81733405,16613.817234055,16613.817308778,16613.817359779
16575000,183489.12625309,16627.718462231,16627.718361506,16627.718435808,16627.718487361
16600000,183433.63923108,16641.59021834,16641.590116891,16641.590190774,16641.590242909
16625000,183378.31225788,16655.421962238,16655.421860029,16655.421933557,16655.421986295
16650000,183323.22217111,16669.194484513,16669.194381497,16669.194454759,16669.194508116
16675000,183268.47285626,16682.881813769,16682.881709898,16682.881783052,16682.881837015
16700000,183214.1688795,16696.457808451,16696.457703735,16696.457776895,16696.457831415
16725000,183160.38128648,16709.904707177,16709.904601572,16709.904674847,16709.904729918
16750000,183107.12221451,16723.219475637,16723.219369108,16723.219442569,16723.219498175
16775000,183054.33680559,16736.415828333,16736.415720867,16736.415794536,16736.41585067
16800000,183001.91334899,16749.521692968,16749.521584567,16749.521658399,16749.521715077
16825000,182949.71466466,16762.571364552,16762.571255228,16762.571329158,16762.571386402
16850000,182897.63371049,16775.591603604,16775.591493351,16775.591567369,16775.591625187
16875000,182845.65402423,16788.586525669,16788.586414494,16788.586488611,16788.586546995
16900000,182793.86690217,16801.533306671,16801.533194506,16801.533268858,16801.533327795
16925000,182742.42092095,16814.394802435,16814.394689232,16814.394763968,16814.394823415
16950000,182691.44439641,16827.138934019,16827.13881975,16827.138894947,16827.138954873
16975000,182640.99144211,16839.752173047,16839.75205771,16839.752133365,16839.752193762
17000000,182591.01332142,16852.246703689,16852.24658729,16852.246663357,16852.24672424
17025000,182541.33896888,16864.665292324,16864.665174897,16864.665251243,16864.665312651
17050000,182491.68881395,16877.077831587,16877.077713172,16877.077789654,16877.077851633
17075000,182441.77581393,16889.556082134,16889.555962712,16889.55603934,16889.556101883
17100000,182391.51576329,16902.121095372,16902.120974843,16902.121051664,16902.12111483
17125000,182341.20093264,16914.699803843,16914.699681978,16914.699758691,16914.699822843
17150000,182291.40503444,16927.148778985,16927.148655952,16927.148732953,16927.148797665
17175000,182242.69190497,16939.327061953,16939.326937734,16939.327015035,16939.327080308
17200000,182195.13812937,16951.215506646,16951.215381024,16951.215458417,16951.21552454
17225000,182148.52136604,16962.869698169,16962.869571218,16962.869648879,16962.869715696
17250000,182102.59069632,16974.352366218,16974.352237974,16974.352316006,16974.352383484
17275000,182057.16436486,16985.708949693,16985.70882013,16985.708898568,16985.708966751
17300000,182012.13101282,16996.967288319,16996.967157378,16996.96723628,16996.967305196
17325000,181967.42474568,17008.143855731,17008.143723369,17008.143802767,17008.143872451
17350000,181923.00072231,17019.249862206,17019.249728384,17019.249808311,17019.249878788
17375000,181878.81945739,17030.295179079,17030.295043767,17030.295124238,17030.295195526
17400000,181834.84050752,17041.289917202,17041.289780369,17041.289861392,17041.28993351
17425000,181791.0234505,17052.244182129,17052.244043755,17052.244125321,17052.244198292
17450000,181747.33311922,17063.16676563,17063.166625697,17063.166707804,17063.166781645
17475000,181703.74580353,17074.063595238,17074.063453729,17074.063536386,17074.063611114
17500000,181660.25322362,17084.936740907,17084.936597806,17084.936681014,17084.936756653
17525000,181616.86161825,17095.784642943,17095.784498244,17095.784581998,17095.784658561
17550000,181573.58531869,17106.603718524,17106.603572233,17106.603656525,17106.603734028
17575000,181530.43785533,17117.390585049,17117.390437181,17117.390521998,17117.390600443
17600000,181487.42590684,17128.143572856,17128.143423424,17128.14350874,17128.14358814
17625000,181444.54928163,17138.862729841,17138.862578866,17138.862664658,17138.862745004
17650000,181401.80511937,17149.548771085,17149.548618588,17149.548704835,17149.54878612
17675000,181359.19122615,17160.202245066,17160.202091064,17160.202177743,17160.202259972
17700000,181316.70495968,17170.823812363,17170.823656867,17170.823743961,17170.823827131
17725000,181274.33867876,17181.415383273,17181.41522629,17181.415313782,17181.41539789
17750000,181232.0759064,17191.981077051,17191.980918579,17191.981006454,17191.98109151
17775000,181189.89179253,17202.527106218,17202.526946247,17202.527034491,17202.527120511
17800000,181147.75867425,17213.060386501,17213.060225011,17213.06031362,17213.060400616
17825000,181105.65480959,17223.586353393,17223.586190352,17223.586279331,17223.586367328
17850000,181063.57308802,17234.106784529,17234.106619897,17234.106709259,17234.106798291
17875000,181021.5267873,17244.618360467,17244.618194195,17244.618283965,17244.618374074
17900000,180979.55013336,17255.112524719,17255.112356753,17255.112446968,17255.112538201
17925000,180937.69241881,17265.576954137,17265.576784407,17265.576875117,17265.576967524
17950000,180896.00690944,17275.998332275,17275.998160715,17275.998251967,17275.998345596
17975000,180854.53857033,17286.365417862,17286.365244421,17286.365336242,17286.365431144
18000000,180813.31504904,17296.671299012,17296.67112363,17296.671216052,17296.671312262
18025000,180772.34334441,17306.914226022,17306.914048649,17306.914141683,17306.914239234
18050000,180731.61227953,17317.096993119,17317.096813706,17317.096907366,17317.097006276
18075000,180691.09937789,17327.22521943,17327.225037936,17327.225132227,17327.225232514
18100000,180650.77988986,17337.305092364,17337.304908748,17337.305003673,17337.305105355
18125000,180610.63527827,17347.341246211,17347.341060427,17347.341155994,17347.341259092
18150000,180570.65841964,17357.335461838,17357.335273856,17357.335370063,17357.335474597
18175000,180530.85324216,17367.286757191,17367.286566988,17367.286663838,17367.28676982
18200000,180491.22866744,17377.192901864,17377.192709424,17377.192806919,17377.192914356
18225000,180451.79036984,17387.052477264,17387.052282583,17387.052380714,17387.052489601
18250000,180412.53572697,17396.866138981,17396.865942078,17396.86604082,17396.866151145
18275000,180373.45475143,17406.636383871,17406.636184763,17406.636284091,17406.636395839
18300000,180334.53472981,17416.366390291,17416.366188977,17416.36628888,17416.366402035
18325000,180295.76342404,17426.059217756,17426.059014243,17426.059114702,17426.059229253
18350000,180257.12765915,17435.71816001,17435.7179543,17435.718055296,17435.718171238
18375000,180218.6087763,17445.347881767,17445.347673853,17445.347775372,17445.347892701
18400000,180180.17921667,17454.955272739,17454.955062611,17454.955164634,17454.955283347
18425000,180141.80360699,17464.549176248,17464.548963873,17464.54906639,17464.549186495
18450000,180103.44484244,17474.138868502,17474.138653843,17474.138756849,17474.13887836
18475000,180065.07304192,17483.731819785,17483.73160278,17483.731706283,17483.731829229
18500000,180026.67415377,17493.33154301,17493.331323586,17493.331427607,17493.33155202
18525000,179988.25535213,17502.936244642,17502.936022721,17502.936127285,17502.936253217
18550000,179949.84504834,17512.538821849,17512.538597339,17512.538702485,17512.538829989
18575000,179911.48643998,17522.128475227,17522.12824804,17522.128353806,17522.128482947
18600000,179873.22614473,17531.693550375,17531.693320381,17531.69342683,17531.693557685
18625000,179835.10212391,17541.224556957,17541.224324038,17541.224431231,17541.22456386
18650000,179797.13520903,17550.716287095,17550.716051161,17550.716159129,17550.716293585
18675000,179759.32640655,17560.168489168,17560.168250142,17560.16835891,17560.168495229
18700000,179721.65990493,17569.585116061,17569.584873876,17569.584983458,17569.585121669
18725000,179684.11027393,17578.972525332,17578.972279943,17578.972390334,17578.972530461
18750000,179646.65153043,17588.337212756,17588.336964113,17588.337075315,17588.337217384
18775000,179609.26537479,17597.68375325,17597.683501285,17597.683613317,17597.683757358
18800000,179571.94585759,17607.01363416,17607.013378815,17607.013491695,17607.013637738
18825000,179534.69832782,17616.325518232,17616.325259457,17616.32537321,17616.325521277
18850000,179497.53286304,17625.616886064,17625.616623849,17625.616738473,17625.61688857
18875000,179460.45603402,17634.886094957,17634.885829321,17634.88594479,17634.886096913
18900000,179423.46632965,17644.133522684,17644.133253637,17644.133369941,17644.133524082
18925000,179386.55556773,17653.361214792,17653.360942381,17653.361059476,17653.361215615
18950000,179349.7135612,17662.571718058,17662.571442291,17662.571560162,17662.571718291
18975000,179312.93087016,17671.767392455,17671.767113338,17671.767231967,17671.767392075
19000000,179276.19689247,17680.950888526,17680.950606065,17680.950725425,17680.950887516
19025000,179239.49518695,17690.126316581,17690.126030721,17690.12615082,17690.126314927
19050000,179202.80037463,17699.300021362,17699.299732074,17699.299852896,17699.300019041
19075000,179166.07973346,17708.480183386,17708.479890621,17708.48001216,17708.480180365
19100000,179129.29968212,17717.675197996,17717.674901692,17717.675023952,17717.675194243
19125000,179092.43483519,17726.891411546,17726.891111615,17726.89123461,17726.891407039
19150000,179055.47639134,17736.131024376,17736.130720712,17736.13084447,17736.131019101
19175000,179018.43706436,17745.390858047,17745.390550513,17745.390675081,17745.390851997
19200000,178981.35044836,17754.662514032,17754.66220248,17754.662327913,17754.662507212
19225000,178944.26392771,17763.934146228,17763.933830521,17763.933956881,17763.934138653
19250000,178907.22699129,17773.193382423,17773.193062426,17773.193189758,17773.193374103
19275000,178870.27930813,17782.430305356,17782.429980935,17782.430109303,17782.430296278
19300000,178833.44273095,17791.639451828,17791.639122889,17791.639252302,17791.639442028
19325000,178796.71915518,17800.820348008,17800.820014432,17800.820144933,17800.820337446
19350000,178760.09398195,17809.976643604,17809.976305294,17809.976436898,17809.97663225
19375000,178723.54357408,17819.114247909,17819.113904781,17819.114037491,17819.114235736
19400000,178687.04433002,17828.239061309,17828.238713279,17828.238847102,17828.239048287
19425000,178650.58066672,17837.35497956,17837.354626548,17837.35476149,17837.354965678
19450000,178614.149192,17846.462850709,17846.462492642,17846.462628714,17846.462835937
19475000,178577.75705743,17855.560886828,17855.560523682,17855.560660836,17855.560871221
19500000,178541.41503528,17864.646394875,17864.646026606,17864.646164865,17864.64637837
19525000,178505.12947782,17873.717786755,17873.717413369,17873.717552712,17873.71776934
19550000,178468.89837779,17882.775564256,17882.77518581,17882.775326218,17882.775545922
19575000,178432.71336294,17891.821820459,17891.821436985,17891.821578425,17891.821801191
19600000,178396.56445876,17900.859048985,17900.858660524,17900.858802954,17900.859028774
19625000,178360.44247815,17909.889546626,17909.889153184,17909.889296581,17909.889525454
19650000,178324.33672358,17918.915987768,17918.915589345,17918.915733686,17918.915965619
19675000,178288.2303074,17927.942594326,17927.942190914,17927.942336176,17927.94257118
19700000,178252.0974476,17936.975811824,17936.975403371,17936.975549553,17936.975787646
19725000,178215.90560745,17946.023774449,17946.02336089,17946.023507994,17946.023749215
19750000,178179.62237501,17955.0945852,17955.094166444,17955.094314474,17955.094558875
19775000,178143.2245941,17964.19403313,17964.193609045,17964.193758029,17964.194005693
19800000,178106.70651181,17973.323556478,17973.323126915,17973.323276888,17973.323527905
19825000,178070.08422279,17982.479131583,17982.47869637,17982.478847367,17982.479101883
19850000,178033.39437879,17991.651595516,17991.651154457,17991.651306541,17991.651564691
19875000,177996.68648326,18000.828572433,18000.828125282,18000.828278546,18000.828540475
19900000,177960.01094385,18009.997460411,18009.997006951,18009.997161466,18009.997427319
19925000,177923.4073602,18019.14835954,18019.147899563,18019.148055399,18019.1483253
19950000,177886.89704726,18028.275941092,18028.275474376,18028.275631606,18028.275905659
19975000,177850.48147712,18037.379837016,18037.379363421,18037.37952207,18037.379800367
20000000,177814.14621429,18046.463656182,18046.463175572,18046.463335665,18046.463618288
20025000,177777.86863616,18055.533054238,18055.532566486,18055.532728043,18055.53301507
20050000,177741.62701189,18064.593463896,18064.592968874,18064.593131912,18064.593423426
20075000,177705.40821636,18073.648166427,18073.647664017,18073.647828554,18073.648124635
20100000,177669.21137964,18082.697379306,18082.69686941,18082.697035458,18082.69733618
20125000,177633.04562541,18091.738821606,18091.738304139,18091.738471709,18091.738777134
20150000,177596.92279823,18100.769532168,18100.769007085,18100.769176177,18100.769486339
20175000,177560.84961232,18109.787832419,18109.787299721,18109.787470315,18109.787785226
20200000,177524.82430075,18118.794164059,18118.793623817,18118.793795854,18118.794115516
20225000,177488.83908861,18127.790470841,18127.789923079,18127.790096534,18127.790420935
20250000,177452.88493075,18136.779014048,18136.778458798,18136.778633629,18136.778962775
20275000,177416.95345121,18145.761887697,18145.761324928,18145.761501127,18145.76183504
20300000,177381.03423041,18154.741696678,18154.741126371,18154.741303914,18154.741642623
20325000,177345.11011627,18163.722729029,18163.722151135,18163.722330011,18163.722673554
20350000,177309.15490499,18172.711535709,18172.710950156,18172.711130356,18172.711478787
20375000,177273.13599185,18181.716267917,18181.715674594,18181.715856123,18181.716209514
20400000,177237.02159911,18190.744870086,18190.744268884,18190.74445174,18190.744810176
20425000,177200.7899421,18199.802788418,18199.802179152,18199.802363359,18199.802726967
20450000,177164.43711319,18208.890999845,18208.890382267,18208.890567879,18208.890936815
20475000,177127.98103702,18218.005023215,18218.004397047,18218.004584138,18218.004958577
20500000,177091.45954402,18227.135400935,18227.134765861,18227.13495452,18227.135334661
20525000,177054.92210821,18236.269764536,18236.269120173,18236.269310504,18236.269696572
20550000,177018.41772722,18245.395864585,18245.395210596,18245.395402702,18245.395794893
20575000,176981.98351087,18254.504423589,18254.503759716,18254.50395366,18254.504352163
20600000,176945.63778906,18263.590859078,18263.590185081,18263.590380898,18263.590785881
20625000,176909.37918218,18272.655515951,18272.654831604,18272.655029327,18272.655440941
20650000,176873.19104366,18281.70255583,18281.70186094,18281.702060592,18281.702478974
20675000,176837.04947283,18290.737953892,18290.737248263,18290.737449867,18290.737875144
20700000,176800.9324219,18299.767222081,18299.766505523,18299.766709099,18299.767141399
20725000,176764.8271596,18308.793543206,18308.792815526,18308.793021111,18308.793460554
20750000,176728.73342237,18317.816983162,18317.816244164,18317.816451791,18317.816898507
20775000,176692.66057216,18326.835201432,18326.834450978,18326.83466067,18326.835114754
20800000,176656.6200327,18335.84534205,18335.844580078,18335.844791826,18335.84525334
20825000,176620.61769213,18344.845932948,18344.845159469,18344.845373231,18344.845842216
20850000,176584.65113872,18353.837577045,18353.836792103,18353.837007824,18353.837484307
20875000,176548.71255516,18362.82222866,18362.821432317,18362.821649926,18362.822133936
20900000,176512.79335242,18371.802035075,18371.801227334,18371.801446798,18371.801938367
20925000,176476.88561461,18380.77897528,18380.778156116,18380.778377407,18380.778876586
20950000,176440.97898011,18389.755639686,18389.754809046,18389.755032149,18389.755539003
20975000,176405.05596998,18398.736398064,18398.735555841,18398.735780745,18398.736295365
21000000,176369.09007871,18407.727876801,18407.727022862,18407.727249564,18407.727772062
21025000,176333.04892784,18416.73817054,18416.737304692,18416.737533209,18416.738063721
21050000,176296.90182877,18425.774951449,18425.774073457,18425.774303811,18425.774842511
21075000,176260.62896648,18434.843173321,18434.842282873,18434.842515112,18434.843062215
21100000,176224.22901215,18443.943168381,18443.942265104,18443.942499303,18443.943055061
21125000,176187.72258613,18453.069781571,18453.068865024,18453.069101287,18453.069665981
21150000,176151.14969945,18462.213010155,18462.212079851,18462.212318298,18462.212892241
21175000,176114.56096008,18471.360202137,18471.359257591,18471.359498335,18471.360081852
21200000,176078.00531621,18480.499120471,18480.498161201,18480.498404352,18480.49899776
21225000,176041.51895577,18489.620718162,18489.619743721,18489.619989378,18489.620592972
21250000,176005.11897226,18498.720721812,18498.719731798,18498.71998004,18498.720594088
21275000,175968.80299948,18507.799722955,18507.798717016,18507.798967904,18507.799592645
21300000,175932.55407324,18516.861962628,18516.86094044,18516.861194014,18516.861829676
21325000,175896.3488348,18525.913280496,18525.912241781,18525.912498057,18525.913144865
21350000,175860.16655675,18534.958858423,18534.957802869,18534.958061889,18534.958720066
21375000,175823.99625052,18544.001443545,18544.000370856,18544.000632654,18544.001302424
21400000,175787.83922476,18553.040708696,18553.039618579,18553.039883195,18553.040564769
21425000,175751.70562638,18562.074117108,18562.073009352,18562.073276801,18562.073970353
21450000,175715.60660087,18571.098882367,18571.09775686,18571.098027119,18571.098732782
21475000,175679.54698468,18580.113795326,18580.112652025,18580.112925046,18580.11364292
21500000,175643.52316105,18589.119760153,18589.118599061,18589.118874783,18589.119604948
21525000,175607.52637651,18598.118965223,18598.117786336,18598.118064697,18598.118807234
21550000,175571.54727963,18607.113748404,18607.112551689,18607.112832635,18607.113587641
21575000,175535.57693481,18616.106343616,18616.105129,18616.105412488,18616.106180083
21600000,175499.60340903,18625.099734141,18625.0985015,18625.098787499,18625.099567831
21625000,175463.60724617,18634.098784034,18634.097533191,18634.097821678,18634.098614924
21650000,175427.56004781,18643.110592933,18643.109323641,18643.109614621,18643.110420989
21675000,175391.42818798,18652.143567366,18652.142279317,18652.1425728,18652.143392537
21700000,175355.18071471,18661.20544536,18661.204138158,18661.204434181,18661.205267588
21725000,175318.79854825,18670.300996899,18670.299670052,18670.299968682,18670.300816109
21750000,175282.28181021,18679.430191627,18679.428844547,18679.429145882,18679.430007736
21775000,175245.65277605,18688.587460706,18688.586092724,18688.586396891,18688.587273627
21800000,175208.95267566,18697.762496693,18697.761107084,18697.761414225,18697.762306337
21825000,175172.23238554,18706.942580478,18706.941168481,18706.941478749,18706.94238675
21850000,175135.54007136,18716.115670629,18716.114235521,18716.114549049,18716.115473442
21875000,175098.91042573,18725.27309398,18725.271635068,18725.27195198,18725.272893243
21900000,175062.35889649,18734.410988532,18734.409505204,18734.409825597,18734.410784169
21925000,175025.88188046,18743.530255064,18743.528746763,18743.529070711,18743.530046999
21950000,174989.46199645,18752.635238852,18752.633705059,18752.634032621,18752.635027013
21975000,174953.0764716,18761.731633108,18761.730073312,18761.730404543,18761.731417433
22000000,174916.706084,18770.824243311,18770.822656994,18770.822991951,18770.824023737
22025000,174880.34191326,18779.915299557,18779.913686211,18779.914024944,18779.915076023
