"flow solution loads 1","flow solution loads 2","flow solution loads 3","flow solution loads 4","pressure","temperature","temperature loads","velocity:0","velocity:1","velocity:2","GeometryIds","vtkValidPointMask","Points:0","Points:1","Points:2"
2.59212e-21,2.37148e-20,2.67780e-20,9.91501e-26,1.08693e-02,9.80814e+02,-2.26476e-08,-7.05963e-08,1.03720e-06,2.97335e-07,100,1,4.00000e-03,0.00000e+00,9.25000e-04
