"flow solution loads 1","flow solution loads 2","flow solution loads 3","flow solution loads 4","pressure","temperature","temperature loads","velocity:0","velocity:1","velocity:2","GeometryIds","vtkValidPointMask","Points:0","Points:1","Points:2"
-1.02124e-20,3.39326e-20,2.73212e-20,-8.95968e-25,2.23937e-02,1.02256e+03,3.96976e-08,4.71999e-09,1.90884e-06,4.79261e-07,100,1,4.00000e-03,0.00000e+00,9.85000e-04
