temperature,Points:0
349.81,0.002792
349.24,0.0028
348.67,0.002808
348.1,0.002816
347.54,0.002824
346.99,0.002832
346.44,0.00284
345.93,0.002848
345.43,0.002856
344.94,0.002864
344.44,0.002872
343.95,0.00288
343.45,0.002888
342.96,0.002896
342.47,0.002904
341.97,0.002912
341.48,0.00292
340.99,0.002928
340.49,0.002936
340,0.002944
339.5,0.002952
339.01,0.00296
338.56,0.002968
338.12,0.002976
337.67,0.002984
337.25,0.002992
336.82,0.003
336.4,0.003008
335.98,0.003016
335.55,0.003024
335.13,0.003032
334.71,0.00304
334.28,0.003048
333.86,0.003056
333.44,0.003064
333.01,0.003072
332.59,0.00308
332.17,0.003088
331.79,0.003096
331.4,0.003104
331.02,0.003112
330.65,0.00312
330.29,0.003128
329.93,0.003136
329.56,0.003144
329.2,0.003152
328.83,0.00316
328.47,0.003168
328.1,0.003176
327.74,0.003184
327.38,0.003192
327.01,0.0032
326.65,0.003208
326.29,0.003216
325.94,0.003224
325.62,0.003232
325.3,0.00324
325,0.003248
324.7,0.003256
324.4,0.003264
324.1,0.003272
323.8,0.00328
323.5,0.003288
323.19,0.003296
322.89,0.003304
322.59,0.003312
322.29,0.00332
321.99,0.003328
321.69,0.003336
321.4,0.003344
321.12,0.003352
320.83,0.00336
320.56,0.003368
320.31,0.003376
320.05,0.003384
319.79,0.003392
319.54,0.0034
319.28,0.003408
319.02,0.003416
318.77,0.003424
318.51,0.003432
318.26,0.00344
318,0.003448
317.74,0.003456
317.49,0.003464
317.24,0.003472
316.99,0.00348
316.75,0.003488
316.53,0.003496
316.31,0.003504
316.1,0.003512
315.88,0.00352
315.67,0.003528
315.45,0.003536
315.24,0.003544
315.02,0.003552
314.81,0.00356
314.59,0.003568
314.38,0.003576
314.16,0.003584
313.95,0.003592
313.74,0.0036
313.53,0.003608
313.33,0.003616
313.14,0.003624
312.96,0.003632
312.78,0.00364
312.6,0.003648
312.42,0.003656
312.24,0.003664
312.06,0.003672
311.88,0.00368
311.7,0.003688
311.53,0.003696
311.35,0.003704
311.17,0.003712
310.99,0.00372
310.81,0.003728
310.64,0.003736
310.47,0.003744
310.31,0.003752
310.15,0.00376
310,0.003768
309.85,0.003776
309.7,0.003784
309.55,0.003792
309.4,0.0038
309.25,0.003808
309.1,0.003816
308.95,0.003824
308.8,0.003832
308.65,0.00384
308.5,0.003848
308.35,0.003856
308.21,0.003864
308.07,0.003872
307.94,0.00388
307.81,0.003888
307.69,0.003896
307.57,0.003904
307.45,0.003912
307.33,0.00392
307.2,0.003928
307.08,0.003936
306.96,0.003944
306.84,0.003952
306.72,0.00396
306.59,0.003968
306.47,0.003976
306.35,0.003984
306.23,0.003992
306.12,0.004
306.01,0.004008
305.91,0.004016
305.81,0.004024
305.71,0.004032
305.61,0.00404
305.51,0.004048
305.41,0.004056
305.31,0.004064
305.22,0.004072
305.12,0.00408
305.02,0.004088
304.92,0.004096
304.82,0.004104
304.72,0.004112
304.63,0.00412
304.54,0.004128
304.45,0.004136
304.37,0.004144
304.29,0.004152
304.21,0.00416
304.13,0.004168
304.05,0.004176
303.97,0.004184
303.89,0.004192
303.81,0.0042
303.73,0.004208
303.65,0.004216
303.57,0.004224
303.49,0.004232
303.42,0.00424
303.34,0.004248
303.26,0.004256
303.19,0.004264
303.12,0.004272
303.06,0.00428
302.99,0.004288
302.93,0.004296
302.86,0.004304
302.8,0.004312
302.73,0.00432
302.67,0.004328
302.6,0.004336
302.53,0.004344
302.47,0.004352
302.4,0.00436
302.34,0.004368
302.27,0.004376
302.21,0.004384
302.16,0.004392
302.1,0.0044
302.05,0.004408
301.99,0.004416
301.94,0.004424
301.89,0.004432
301.83,0.00444
301.78,0.004448
301.73,0.004456
301.67,0.004464
301.62,0.004472
301.57,0.00448
301.52,0.004488
301.46,0.004496
301.41,0.004504
301.36,0.004512
301.31,0.00452
301.27,0.004528
301.22,0.004536
301.18,0.004544
301.14,0.004552
301.1,0.00456
301.05,0.004568
301.01,0.004576
300.97,0.004584
300.92,0.004592
300.88,0.0046
300.84,0.004608
300.8,0.004616
300.75,0.004624
300.71,0.004632
300.67,0.00464
300.63,0.004648
300.6,0.004656
300.56,0.004664
300.53,0.004672
300.49,0.00468
300.46,0.004688
300.43,0.004696
300.39,0.004704
300.36,0.004712
300.33,0.00472
300.29,0.004728
300.26,0.004736
300.22,0.004744
300.19,0.004752
300.16,0.00476
300.13,0.004768
300.1,0.004776
300.07,0.004784
300.04,0.004792
300.01,0.0048
299.98,0.004808
299.96,0.004816
299.93,0.004824
299.9,0.004832
299.87,0.00484
299.85,0.004848
299.82,0.004856
299.79,0.004864
299.77,0.004872
299.74,0.00488
299.71,0.004888
299.69,0.004896
299.66,0.004904
299.64,0.004912
299.62,0.00492
299.6,0.004928
299.57,0.004936
299.55,0.004944
299.53,0.004952
299.51,0.00496
299.49,0.004968
299.46,0.004976
299.44,0.004984
299.42,0.004992
299.4,0.005
299.38,0.005008
299.36,0.005016
299.33,0.005024
299.31,0.005032
299.3,0.00504
299.28,0.005048
299.26,0.005056
299.24,0.005064
299.23,0.005072
299.21,0.00508
299.19,0.005088
299.17,0.005096
299.16,0.005104
299.14,0.005112
299.12,0.00512
299.11,0.005128
299.09,0.005136
299.07,0.005144
299.05,0.005152
299.04,0.00516
299.03,0.005168
299.01,0.005176
299,0.005184
298.98,0.005192
298.97,0.0052
298.95,0.005208
298.94,0.005216
298.93,0.005224
298.91,0.005232
298.9,0.00524
298.88,0.005248
298.87,0.005256
298.86,0.005264
298.84,0.005272
298.83,0.00528
298.82,0.005288
298.8,0.005296
298.79,0.005304
298.78,0.005312
298.77,0.00532
298.76,0.005328
298.75,0.005336
298.74,0.005344
298.73,0.005352
298.71,0.00536
298.7,0.005368
298.69,0.005376
298.68,0.005384
298.67,0.005392
298.66,0.0054
298.65,0.005408
298.64,0.005416
298.63,0.005424
298.62,0.005432
298.61,0.00544
298.6,0.005448
298.59,0.005456
298.58,0.005464
298.58,0.005472
298.57,0.00548
298.56,0.005488
298.55,0.005496
298.54,0.005504
298.53,0.005512
298.52,0.00552
298.51,0.005528
298.51,0.005536
298.5,0.005544
298.49,0.005552
298.48,0.00556
298.48,0.005568
298.47,0.005576
298.46,0.005584
298.46,0.005592
298.45,0.0056
298.44,0.005608
298.44,0.005616
298.43,0.005624
298.42,0.005632
298.42,0.00564
298.41,0.005648
298.4,0.005656
298.4,0.005664
298.39,0.005672
298.38,0.00568
298.38,0.005688
298.37,0.005696
298.37,0.005704
298.36,0.005712
298.36,0.00572
298.35,0.005728
298.35,0.005736
298.34,0.005744
298.34,0.005752
298.33,0.00576
298.33,0.005768
298.32,0.005776
298.31,0.005784
298.31,0.005792
298.3,0.0058
298.3,0.005808
298.3,0.005816
298.29,0.005824
298.29,0.005832
298.28,0.00584
298.28,0.005848
298.27,0.005856
298.27,0.005864
298.27,0.005872
298.26,0.00588
298.26,0.005888
298.25,0.005896
298.25,0.005904
298.25,0.005912
298.24,0.00592
298.24,0.005928
298.23,0.005936
298.23,0.005944
298.23,0.005952
298.22,0.00596
298.22,0.005968
298.22,0.005976
298.21,0.005984
298.21,0.005992
298.21,0.006
298.2,0.006008
298.2,0.006016
298.2,0.006024
298.19,0.006032
298.19,0.00604
298.19,0.006048
298.18,0.006056
298.18,0.006064
298.18,0.006072
298.18,0.00608
298.17,0.006088
298.17,0.006096
298.17,0.006104
298.17,0.006112
298.16,0.00612
298.16,0.006128
298.16,0.006136
298.16,0.006144
298.15,0.006152
298.15,0.00616
298.15,0.006168
298.15,0.006176
298.14,0.006184
298.14,0.006192
298.14,0.0062
298.14,0.006208
298.13,0.006216
298.13,0.006224
298.13,0.006232
298.13,0.00624
298.13,0.006248
298.12,0.006256
298.12,0.006264
298.12,0.006272
298.12,0.00628
298.12,0.006288
298.11,0.006296
298.11,0.006304
298.11,0.006312
298.11,0.00632
298.11,0.006328
298.11,0.006336
298.1,0.006344
298.1,0.006352
298.1,0.00636
298.1,0.006368
298.1,0.006376
298.1,0.006384
298.1,0.006392
298.09,0.0064
298.09,0.006408
298.09,0.006416
298.09,0.006424
298.09,0.006432
298.09,0.00644
298.08,0.006448
298.08,0.006456
298.08,0.006464
298.08,0.006472
298.08,0.00648
298.08,0.006488
298.08,0.006496
298.08,0.006504
298.08,0.006512
298.07,0.00652
298.07,0.006528
298.07,0.006536
298.07,0.006544
298.07,0.006552
298.07,0.00656
298.07,0.006568
298.07,0.006576
298.06,0.006584
298.06,0.006592
298.06,0.0066
298.06,0.006608
298.06,0.006616
298.06,0.006624
298.06,0.006632
298.06,0.00664
298.06,0.006648
298.06,0.006656
298.06,0.006664
298.05,0.006672
298.05,0.00668
298.05,0.006688
298.05,0.006696
298.05,0.006704
298.05,0.006712
298.05,0.00672
298.05,0.006728
298.05,0.006736
298.05,0.006744
298.05,0.006752
298.05,0.00676
298.05,0.006768
298.04,0.006776
298.04,0.006784
298.04,0.006792
298.04,0.0068
298.04,0.006808
298.04,0.006816
298.04,0.006824
298.04,0.006832
298.04,0.00684
298.04,0.006848
298.04,0.006856
298.04,0.006864
298.04,0.006872
298.04,0.00688
298.04,0.006888
298.04,0.006896
298.03,0.006904
298.03,0.006912
298.03,0.00692
298.03,0.006928
298.03,0.006936
298.03,0.006944
298.03,0.006952
298.03,0.00696
298.03,0.006968
298.03,0.006976
298.03,0.006984
298.03,0.006992
298.03,0.007
298.03,0.007008
298.03,0.007016
298.03,0.007024
298.03,0.007032
298.03,0.00704
298.03,0.007048
298.03,0.007056
298.03,0.007064
298.02,0.007072
298.02,0.00708
298.02,0.007088
298.02,0.007096
298.02,0.007104
298.02,0.007112
