"flow solution loads 1","flow solution loads 2","flow solution loads 3","flow solution loads 4","pressure","temperature","temperature loads","velocity:0","velocity:1","velocity:2","GeometryIds","vtkValidPointMask","Points:0","Points:1","Points:2"
-7.54486e-21,-3.94318e-21,-9.12804e-21,-4.03543e-25,2.45022e-02,1.20900e+03,-4.76378e-07,-6.47015e-08,1.34286e-06,3.85841e-07,100,1,4.00000e-03,0.00000e+00,9.25000e-04
